entity_id,friendly_name,domain,platform,device_name,manufacturer,model,area,disabled,hidden
automation.hot_tub_mode_reminder_notification,Hot Tub Mode - Reminder Notification,automation,automation,,,,,,
automation.humidity_alert_2nd_floor_low_or_high,Humidity Alert - 2nd Floor Low or High,automation,automation,,,,,,
automation.humidity_block_fan_auto_on_when_paused,Humidity - Block Fan Auto-On When Paused,automation,automation,,,,,,
automation.humidity_handle_notification_actions,Humidity - Handle Notification Actions,automation,automation,,,,,,
automation.humidity_smart_alert_actions,Humidity - Smart Alert Actions,automation,automation,,,,,,
automation.humidity_smart_shower_alert_low_house_humidity,Humidity - Smart Shower Alert (Low House Humidity),automation,automation,,,,,,
automation.humidity_unpause_fan_when_time_expires,Humidity - Unpause Fan When Time Expires,automation,automation,,,,,,
automation.kids_bedroom_override_reset,Kids - Bedroom Override Reset,automation,automation,,,,,,
automation.kids_lights_off_when_everyone_away,Kids - Lights Off When Everyone Away,automation,automation,,,,,,
automation.kitchen_above_sink_inovelli_control,Kitchen Above Sink - Inovelli Control,automation,automation,,,,,,
automation.kitchen_chandelier_control_5_bulbs,Kitchen - Chandelier Control (5 Bulbs),automation,automation,,,,,,
automation.kitchen_lounge_lamp_activity_boost,Kitchen Lounge Lamp - Activity Boost,automation,automation,,,,,,
automation.kitchen_lounge_lamp_adaptive_lux_control,Kitchen Lounge Lamp - Adaptive Control,automation,automation,,,,,,
automation.kitchen_lounge_lamp_dim_after_15min_no_motion,Kitchen Lounge Lamp - Dim After 8min No Motion,automation,automation,,,,,,
automation.kitchen_lounge_lamp_hard_off_at_evening_end,Kitchen Lounge Lamp - Hard Off at Evening End,automation,automation,,,,,,
automation.kitchen_lounge_lamp_off_after_no_motion,Kitchen Lounge Lamp - Off After 20min No Motion,automation,automation,,,,,,
automation.kitchen_lounge_lamp_off_when_everyone_leaves,Kitchen Lounge Lamp - Off When Everyone Leaves,automation,automation,,,,,,
automation.kitchen_lounge_vzm31_sn_dimmer_hue_ceiling,Kitchen Lounge - VZM31-SN Dimmer (Hue Ceiling),automation,automation,,,,,,
automation.kitchen_lounge_vzm36_fan_light_hue_ceiling,Kitchen Lounge - VZM36 Fan/Light (Hue Ceiling),automation,automation,,,,,,
automation.kitchen_tablet_brightness_schedule,Kitchen Tablet - Brightness Schedule,automation,automation,,,,,,
automation.kitchen_tablet_doorbell_camera_popup,Kitchen Tablet - Doorbell Camera Popup,automation,automation,,,,,,
automation.kitchen_tablet_power_off_when_everyone_away,Kitchen Tablet - Power Off When Everyone Away,automation,automation,,,,,,
automation.kitchen_tablet_sleep_after_inactivity,Kitchen Tablet - Sleep After Inactivity,automation,automation,,,,,,
automation.kitchen_tablet_sleep_after_inactivity_2,Kitchen Tablet - Sleep After Inactivity,automation,automation,,,,,,
automation.kitchen_tablet_sleep_when_away,Kitchen Tablet - Sleep When Away,automation,automation,,,,,,
automation.kitchen_tablet_wake_on_kitchen_motion,Kitchen Tablet - Wake on Kitchen Motion,automation,automation,,,,,,
automation.kitchen_tablet_wake_on_motion,Kitchen Tablet - Wake on Motion,automation,automation,,,,,,
automation.kitchen_tablet_wake_on_presence,Kitchen Tablet - Wake on Presence,automation,automation,,,,,,
automation.kitchen_tablet_wake_when_someone_arrives,Kitchen Tablet - Wake When Someone Arrives,automation,automation,,,,,,
automation.living_room_lamps_activity_boost,Living Room Lamps - Activity Boost,automation,automation,,,,,,
automation.living_room_lamps_adaptive_control,Living Room Lamps - Adaptive Control,automation,automation,,,,,,
automation.living_room_lamps_dim_after_20min_no_motion,Living Room Lamps - Dim After 15min No Motion,automation,automation,,,,,,
automation.living_room_lamps_hard_off_at_evening_end,Living Room Lamps - Hard Off at Evening End,automation,automation,,,,,,
automation.living_room_lamps_off_after_no_motion,Living Room Lamps - Off After 45min No Motion,automation,automation,,,,,,
automation.living_room_lamps_off_when_everyone_leaves,Living Room Lamps - Off When Everyone Leaves,automation,automation,,,,,,
automation.living_room_tv_off_full_av_system_off,Living Room TV OFF → Full AV System OFF,automation,automation,,,,,,
automation.low_battery_daily_digest,Low Battery - Daily Digest,automation,automation,,,,,,
automation.low_battery_handle_notification_actions,Low Battery - Handle Notification Actions,automation,automation,,,,,,
automation.morning_wake_master_bedroom,Morning Wake → Master Bedroom,automation,automation,,,,,,
automation.morning_wake_upstairs_hallway,Morning Wake → Upstairs Hallway,automation,automation,,,,,,
automation.night_path_2nd_floor_bathroom,Night Path → 2nd Floor Bathroom,automation,automation,,,,,,
automation.night_path_upstairs_hallway,Night Path → Upstairs Hallway,automation,automation,,,,,,
automation.occupancy_update_mode,Occupancy → Update Mode,automation,automation,,,,,,
automation.presence_alaina_away,Presence → Alaina Away,automation,automation,,,,,,
automation.presence_alaina_home,Presence → Alaina Home,automation,automation,,,,,,
automation.presence_ella_away,Presence → Ella Away,automation,automation,,,,,,
automation.presence_ella_home,Presence → Ella Home,automation,automation,,,,,,
automation.presence_john_away,Presence → John Away,automation,automation,,,,,,
automation.presence_john_home,Presence → John Home,automation,automation,,,,,,
automation.presence_michelle_away,Presence → Michelle Away,automation,automation,,,,,,
automation.presence_michelle_home,Presence → Michelle Home,automation,automation,,,,,,
automation.presence_update_girls_status,Presence → Update Girls Status,automation,automation,,,,,,
automation.presence_update_occupancy_combinations,Presence → Update Occupancy Combinations,automation,automation,,,,,,
automation.presence_update_someone_home,Presence → Update Someone Home,automation,automation,,,,,,
automation.safety_all_lights_off_when_nobody_home,Safety - All Lights Off When Nobody Home,automation,automation,,,,,,
automation.safety_main_areas_off_after_30_min_no_motion,Safety - Main Areas Off After 30 Min No Motion,automation,automation,,,,,,
automation.safety_midnight_all_main_lights_off,Safety - Midnight All Main Lights Off,automation,automation,,,,,,
automation.upstairs_hallway_motion_lighting,Upstairs Hallway → Motion Lighting,automation,automation,,,,,,
binary_sensor.1_cloud_connection,Cloud connection,binary_sensor,tplink,Alaina's LED Light Strip 1,TP-Link,KL400L5,Alaina's Bedroom,,
binary_sensor.1st_floor_bathroom_hallway_motion,1st Floor Bathroom Hallway Motion,binary_sensor,template,,,,,,
binary_sensor.1st_floor_bathroom_motion,1st Floor Bathroom Motion,binary_sensor,template,,,,,,
binary_sensor.1st_floor_bathroom_night_light_motion,Motion,binary_sensor,zha,Garage South Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,,
binary_sensor.1st_floor_heating,1st Floor Heating,binary_sensor,template,,,,,,
binary_sensor.2nd_floor_heating,2nd Floor Heating,binary_sensor,template,,,,,,
binary_sensor.adults_only_home,Adults Only Home,binary_sensor,template,,,,,,
binary_sensor.advanced_ssh_web_terminal_running,Running,binary_sensor,hassio,Advanced SSH & Web Terminal,Home Assistant Community Add-ons,Home Assistant Add-on,,integration,
binary_sensor.ai_theta_animal_detected,Animal detected,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
binary_sensor.ai_theta_audio_object_detected,Audio object detected,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,integration,
binary_sensor.ai_theta_is_dark,Is dark,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
binary_sensor.ai_theta_motion,Motion,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
binary_sensor.ai_theta_object_detected,Object detected,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,integration,
binary_sensor.ai_theta_person_detected,Person detected,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
binary_sensor.ai_theta_vehicle_detected,Vehicle detected,binary_sensor,unifiprotect,AI Theta,Ubiquiti,AI Theta,,,
binary_sensor.alaina_at_activity,Alaina at Activity,binary_sensor,template,,,,,,
binary_sensor.alaina_at_mom_s,Alaina at Mom's,binary_sensor,template,,,,,,
binary_sensor.alaina_at_school,Alaina at School,binary_sensor,template,,,,,,
binary_sensor.alaina_had_late_activity,Alaina Had Late Activity,binary_sensor,template,,,,,,
binary_sensor.alaina_home,Alaina Home,binary_sensor,template,,,,,,
binary_sensor.alaina_in_bed,Alaina In Bed,binary_sensor,template,,,,,,
binary_sensor.alaina_s_bedroom_roku_headphones_connected,Headphones connected,binary_sensor,roku,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,
binary_sensor.alaina_s_bedroom_roku_supports_airplay,Supports AirPlay,binary_sensor,roku,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,
binary_sensor.alaina_s_bedroom_roku_supports_ethernet,Supports Ethernet,binary_sensor,roku,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,
binary_sensor.alaina_s_bedroom_roku_supports_find_remote,Supports find remote,binary_sensor,roku,Alaina's Bedroom Roku,Roku,Roku Ultra,Alaina's Bedroom,,
binary_sensor.alaina_s_bedroomotionaware_area,Alaina's  BedrooMotionAware area,binary_sensor,hue,Alaina's Bedroom,Signify Netherlands B.V.,Room,Alaina's Bedroom,,
binary_sensor.alaina_winddown_active,Alaina Winddown Active,binary_sensor,template,,,,,,
binary_sensor.any_girl_at_mom_s,Any Girl at Mom's,binary_sensor,template,,,,,,
binary_sensor.any_girl_at_school,Any Girl at School,binary_sensor,template,,,,,,
binary_sensor.any_zone_heating,Any Zone Heating,binary_sensor,template,,,,,,
binary_sensor.anyone_home,Anyone Home,binary_sensor,template,,,,,,
binary_sensor.anyone_home_2,Anyone Home,binary_sensor,template,,,,,,
binary_sensor.anyone_home_3,Anyone Home,binary_sensor,template,,,,,,
binary_sensor.anyone_upstairs,Anyone Upstairs,binary_sensor,template,,,,,,
binary_sensor.aqara_door_and_window_sensor_door,Door,binary_sensor,matter,Back_Door_Aqara_Door_Sensor,Aqara,Aqara Door and Window Sensor,Entry Room,,
binary_sensor.aqara_door_and_window_sensor_door_2,Door,binary_sensor,matter,Very_Front_Door_Aqara_Door_Sensor,Aqara,Aqara Door and Window Sensor,Very Front Door,,
binary_sensor.aqara_door_and_window_sensor_door_3,Door,binary_sensor,matter,Garage/Entry_Room_Walk-in_Door_Aqara_Door_Sensor,Aqara,Aqara Door and Window Sensor,Entry Room,,
binary_sensor.aqara_door_and_window_sensor_door_4,Door,binary_sensor,matter,Entry_Room_Front_Driveway_Door_Aqara_Contact_Sensor,Aqara,Aqara Door and Window Sensor,Entry Room,,
binary_sensor.aqara_door_and_window_sensor_door_5,Garage_North_Door_Aqara_Door_Sensor,binary_sensor,matter,Garage_North_Door_Aqara_Door_Sensor,Aqara,Aqara Door and Window Sensor,Garage,,
binary_sensor.aqara_door_and_window_sensor_door_6,Door,binary_sensor,matter,Garage_South_Door_Aqara_Door_Sensor,Aqara,Aqara Door and Window Sensor,Garage,,
binary_sensor.aqara_motion_sensor_p1_occupancy,Occupancy,binary_sensor,matter,Entry_Room_Aqara_Motion_Sensor,Aqara,Aqara Motion Sensor P1,Entry Room,,
binary_sensor.aqara_motion_sensor_p1_occupancy_2,Occupancy,binary_sensor,matter,Upstairs_Hallway_Aqara_Motion_Sensor,Aqara,Aqara Motion Sensor P1,Upstairs Hallway,,
binary_sensor.aqara_motion_sensor_p1_occupancy_3,Occupancy,binary_sensor,matter,Kitchen_Aqara_Motion_Sensor_P1,Aqara,Aqara Motion Sensor P1,Kitchen,,
binary_sensor.aqara_motion_sensor_p1_occupancy_6,Occupancy,binary_sensor,matter,West Kitchen Sensor Motion Sensor,Aqara,Aqara Motion Sensor P1,Kitchen,,
binary_sensor.aqara_water_leak_sensor_water_leak,Water leak,binary_sensor,matter,Kitchen_Under_Sink_Aqara_Water_Sensor,Aqara,Aqara Water Leak Sensor,Kitchen,,
binary_sensor.aqara_water_leak_sensor_water_leak_2,Water leak,binary_sensor,matter,Kitchen_Under_Refrigerator_Floor_Aqara_Water_Sensor,Aqara,Aqara Water Leak Sensor,Kitchen,,
binary_sensor.aqara_water_leak_sensor_water_leak_3,Water leak,binary_sensor,matter,Kitchen_Under_Dishwasher_Aqara_Water_Sensor,Aqara,Aqara Water Leak Sensor,Kitchen,,
binary_sensor.aqara_water_leak_sensor_water_leak_4,Water leak,binary_sensor,matter,Basement_Chimney_Floor_Aqara_Water_Sensor,Aqara,Aqara Water Leak Sensor,Basement,,
binary_sensor.aqara_water_leak_sensor_water_leak_5,Water leak,binary_sensor,matter,Basement_North_Wall_Floor_Aqara_Water_Sensor,Aqara,Aqara Water Leak Sensor,Basement,,
binary_sensor.assist_microphone_assist_in_progress,Assist in progress,binary_sensor,wyoming,assist microphone,,,Cloud,integration,
binary_sensor.assist_microphone_running,Running,binary_sensor,hassio,Assist Microphone,Official add-ons,Home Assistant Add-on,,integration,
binary_sensor.back_yard_animal_detected,Animal detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_audio_object_detected,Audio object detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,integration,
binary_sensor.back_yard_baby_cry_detected,Baby cry detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_co_alarm_detected,CO alarm detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_is_dark,Is dark,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_motion,Motion,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_object_detected,Object detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,integration,
binary_sensor.back_yard_person_detected,Person detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_smoke_alarm_detected,Smoke alarm detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_speaking_detected,Speaking detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.back_yard_vehicle_detected,Vehicle detected,binary_sensor,unifiprotect,Back Yard,Ubiquiti,G4 Bullet,Back Yard Tower,,
binary_sensor.basement_hallway_motion_sensor_occupancy,Occupancy,binary_sensor,matter,Basement Hallway Motion Sensor,Aqara,Aqara Motion Sensor P1,Basement Hallway,,
binary_sensor.basement_hallway_smart_switch_cloud_connection,Cloud connection,binary_sensor,tplink,Basement_Hallway_Smart_Switch,TP-Link,HS200,Basement Hallway,,
binary_sensor.basement_hallway_smart_switch_overheated,Overheated,binary_sensor,tplink,Basement_Hallway_Smart_Switch,TP-Link,HS200,Basement Hallway,,
binary_sensor.basement_heating,Basement Heating,binary_sensor,template,,,,,,
binary_sensor.both_girls_at_mom_s,Both Girls at Mom's,binary_sensor,template,,,,,,
binary_sensor.both_girls_at_school,Both Girls at School,binary_sensor,template,,,,,,
binary_sensor.cloudflared_running,Running,binary_sensor,hassio,Cloudflared,Cloudflared,Home Assistant Add-on,,integration,
binary_sensor.downstairs_motion,Downstairs Motion,binary_sensor,template,,,,,,
binary_sensor.ella_at_activity,Ella at Activity,binary_sensor,template,,,,,,
binary_sensor.ella_at_mom_house,Ella At Mom House,binary_sensor,template,,,,,,
binary_sensor.ella_at_mom_s,Ella at Mom's,binary_sensor,template,,,,,,
binary_sensor.ella_at_school,Ella at School,binary_sensor,template,,,,,,
binary_sensor.ella_had_late_activity,Ella Had Late Activity,binary_sensor,template,,,,,,
binary_sensor.ella_home,Ella Home,binary_sensor,template,,,,,,
binary_sensor.ella_in_bed,Ella In Bed,binary_sensor,template,,,,,,
binary_sensor.ella_s_bedroom_motionaware_area,Ella's Bedroom MotionAware area,binary_sensor,hue,Ella's Bedroom,Signify Netherlands B.V.,Room,Ella's Bedroom,,
binary_sensor.ella_s_led_lights_cloud_connection,Cloud connection,binary_sensor,tplink,Ella's LED lights,TP-Link,KL400L10,Ella's Bedroom,,
binary_sensor.ella_winddown_active,Ella Winddown Active,binary_sensor,template,,,,,,
binary_sensor.ellas_iphone_focus,Ella’s iPhone Focus,binary_sensor,mobile_app,Ella’s iPhone,Apple,iPhone18;1,,,
binary_sensor.entry_room_east_wall_nightlight_motion,Motion,binary_sensor,zha,Entry_Room_East_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,,
binary_sensor.entry_room_motion,Entry Room Motion,binary_sensor,template,,,,,,
binary_sensor.entry_room_west_wall_nightlight_motion,Motion,binary_sensor,zha,Entry_Room_West_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,,
binary_sensor.everyone_away,Everyone Away,binary_sensor,template,,,,,,
binary_sensor.everyone_home,Everyone Home,binary_sensor,template,,,,,,
binary_sensor.family_downstairs,Family Downstairs,binary_sensor,template,,,,,,
binary_sensor.family_downstairs_2,Family Downstairs,binary_sensor,template,,,,,,
binary_sensor.family_home_wifi,Family Home WiFi,binary_sensor,template,,,,,,
binary_sensor.family_upstairs,Family Upstairs,binary_sensor,template,,,,,,
binary_sensor.family_upstairs_2,Family Upstairs,binary_sensor,template,,,,,,
binary_sensor.file_editor_running,Running,binary_sensor,hassio,File editor,Official add-ons,Home Assistant Add-on,,integration,
binary_sensor.front_door_hallway_motion,Front Door Hallway Motion,binary_sensor,template,,,,,,
binary_sensor.front_driveway_door_animal_detected,Animal detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_audio_object_detected,Audio object detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_baby_cry_detected,Baby cry detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_co_alarm_detected,CO alarm detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_doorbell,Doorbell,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_is_dark,Is dark,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_motion,Motion,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_object_detected,Object detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_package_detected,Package detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_person_detected,Person detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_smoke_alarm_detected,Smoke alarm detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_speaking_detected,Speaking detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_door_vehicle_detected,Vehicle detected,binary_sensor,unifiprotect,Front Driveway Door,Ubiquiti,G4 Doorbell Pro,Front door,,
binary_sensor.front_driveway_lights_cloud_connection,Cloud connection,binary_sensor,tplink,Front_Driveway_Lights,TP-Link,HS210,Front Driveway,,
binary_sensor.g4_bullet_animal_detected,Animal detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_audio_object_detected,Audio object detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,integration,
binary_sensor.g4_bullet_baby_cry_detected,Baby cry detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_co_alarm_detected,CO alarm detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_is_dark,Is dark,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_motion,Motion,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_object_detected,Object detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,integration,
binary_sensor.g4_bullet_person_detected,Person detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_smoke_alarm_detected,Smoke alarm detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_speaking_detected,Speaking detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g4_bullet_vehicle_detected,Vehicle detected,binary_sensor,unifiprotect,G4 Bullet,Ubiquiti,G4 Bullet,Pigeon Falls Properties,,
binary_sensor.g6_bullet_animal_detected,Animal detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_audio_object_detected,Audio object detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,integration,
binary_sensor.g6_bullet_baby_cry_detected,Baby cry detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_barking_detected,Barking detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_car_alarm_detected,Car alarm detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_car_horn_detected,Car horn detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_co_alarm_detected,CO alarm detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_glass_break_detected,Glass break detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_is_dark,Is dark,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_motion,Motion,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_object_detected,Object detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,integration,
binary_sensor.g6_bullet_person_detected,Person detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_siren_detected,Siren detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_smoke_alarm_detected,Smoke alarm detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_speaking_detected,Speaking detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.g6_bullet_vehicle_detected,Vehicle detected,binary_sensor,unifiprotect,G6 Bullet,Ubiquiti,G6 Bullet,,,
binary_sensor.garage_heating,Garage Heating,binary_sensor,template,,,,,,
binary_sensor.garage_north_door_alert_active,Garage North Door Alert Active,binary_sensor,template,,,,,,
binary_sensor.garage_north_wall_nightlight_motion,Motion,binary_sensor,zha,Garage_North_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Garage,,
binary_sensor.garage_receiver_cloud_connection,Cloud connection,binary_sensor,tplink,PFP - Receiver,TP-Link,HS100,Pigeon Falls Properties,,
binary_sensor.garage_south_door_alert_active,Garage South Door Alert Active,binary_sensor,template,,,,,,
binary_sensor.get_hacs_running,Running,binary_sensor,hassio,Get HACS,HACS Add-ons Repository,Home Assistant Add-on,,integration,
binary_sensor.girls_heading_to_bed,Girls Heading to Bed,binary_sensor,template,,,,,,
binary_sensor.girls_location_summary,Girls Location Summary,binary_sensor,template,,,,,,
binary_sensor.git_pull_running,Running,binary_sensor,hassio,Git pull,Official add-ons,Home Assistant Add-on,,integration,
binary_sensor.home_assistant_matter_hub_3_0_0_alpha_76_running,Running,binary_sensor,hassio,Home-Assistant-Matter-Hub (3.0.0-alpha.76),Addons by t0bst4r,Home Assistant Add-on,,integration,
binary_sensor.house_motion_active,House Motion Active,binary_sensor,template,,,,,,
binary_sensor.house_motion_any,House Motion Any,binary_sensor,template,,,,,,
binary_sensor.house_occupied,House Occupied,binary_sensor,template,,,,,,
binary_sensor.john_approaching_home,John Approaching Home,binary_sensor,template,,,,,,
binary_sensor.john_at_big_garage,John At Big Garage,binary_sensor,template,,,,,,
binary_sensor.john_at_big_garage_2,John At Big Garage,binary_sensor,template,,,,,,
binary_sensor.john_at_big_garage_3,John At Big Garage,binary_sensor,template,,,,,,
binary_sensor.john_home,John Home,binary_sensor,template,,,,,,
binary_sensor.john_home_alone,John Home Alone,binary_sensor,template,,,,,,
binary_sensor.john_s_phone_android_auto,John's Phone Android Auto,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_app_inactive,John's Phone App inactive,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_bluetooth_state,John's Phone Bluetooth state,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_device_locked,John's Phone Device locked,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_device_secure,John's Phone Device secure,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_doze_mode,John's Phone Doze mode,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_headphones,John's Phone Headphones,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_high_accuracy_mode,John's Phone High accuracy mode,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_hotspot_state,John's Phone Hotspot state,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_interactive,John's Phone Interactive,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_is_charging,John's Phone Is charging,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_keyguard_locked,John's Phone Keyguard locked,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_keyguard_secure,John's Phone Keyguard secure,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_mic_muted,John's Phone Mic muted,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_mobile_data,John's Phone Mobile data,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_mobile_data_roaming,John's Phone Mobile data roaming,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
binary_sensor.john_s_phone_music_active,John's Phone Music active,binary_sensor,mobile_app,John's S24 Ultra Phone,samsung,SM-S928U,,integration,
